date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:20:43	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/fonts/fontawesome-webfont3e6e3e6e.svg?v=4.7.0	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.svg	(from https://wistoncorp.com/assets/css/font-awesome.min.css)
01:20:43	17662/17662	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/fonts/Flaticond41dd41d.eot?	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/fonts/Flaticond41dd41dd41d.eot	(from https://wistoncorp.com/assets/css/flaticon.css)
01:20:44	11176/11176	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/fonts/Flaticon.woff	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/fonts/Flaticon.woff	(from https://wistoncorp.com/assets/css/flaticon.css)
01:20:44	17484/17484	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/fonts/Flaticon.ttf	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/fonts/Flaticon.ttf	(from https://wistoncorp.com/assets/css/flaticon.css)
01:20:45	125751/125751	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/fonts/Flaticon.svg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/fonts/Flaticon.svg	(from https://wistoncorp.com/assets/css/flaticon.css)
01:20:45	642/642	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/css/owl.video.play.html	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/css/owl.video.play.html	(from https://wistoncorp.com/assets/css/owl.carousel.min.css)
01:20:46	130475/130475	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/slide-bg-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/slide-bg-1.jpg	(from https://wistoncorp.com/stylex.css)
01:20:46	110414/110414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/slide-bg-2.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/slide-bg-2.jpg	(from https://wistoncorp.com/stylex.css)
01:20:46	103368/103368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/slide-bg-3.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/slide-bg-3.jpg	(from https://wistoncorp.com/stylex.css)
01:20:46	31206/31206	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/about-hover-bg.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/about-hover-bg.jpg	(from https://wistoncorp.com/stylex.css)
01:20:47	129159/129159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/home-1-service-bg.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/home-1-service-bg.jpg	(from https://wistoncorp.com/stylex.css)
01:20:47	138729/138729	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/section-right-img-1.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/section-right-img-1.png	(from https://wistoncorp.com/stylex.css)
01:20:47	2324/2324	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/testimonial-1.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/testimonial-1.png	(from https://wistoncorp.com/stylex.css)
01:20:48	2278/2278	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/testimonial-2.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/testimonial-2.png	(from https://wistoncorp.com/stylex.css)
01:20:48	2400/2400	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/testimonial-3.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/testimonial-3.png	(from https://wistoncorp.com/stylex.css)
01:20:49	70400/70400	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-1.jpg	(from https://wistoncorp.com/stylex.css)
01:20:49	80417/80417	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-2.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-2.jpg	(from https://wistoncorp.com/stylex.css)
01:20:49	56756/56756	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-3.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-3.jpg	(from https://wistoncorp.com/stylex.css)
01:20:51	78276/78276	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-4.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-4.jpg	(from https://wistoncorp.com/stylex.css)
01:20:51	69234/69234	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-5.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-5.jpg	(from https://wistoncorp.com/stylex.css)
01:20:51	66450/66450	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-6.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-6.jpg	(from https://wistoncorp.com/stylex.css)
01:20:51	66010/66010	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-7.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-7.jpg	(from https://wistoncorp.com/stylex.css)
01:20:52	49392/49392	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-8.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-8.jpg	(from https://wistoncorp.com/stylex.css)
01:20:52	58281/58281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-9.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-9.jpg	(from https://wistoncorp.com/stylex.css)
01:20:52	57468/57468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/work-img-10.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/work-img-10.jpg	(from https://wistoncorp.com/stylex.css)
01:20:52	52585/52585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/counter-bg-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/counter-bg-1.jpg	(from https://wistoncorp.com/stylex.css)
01:20:53	91422/91422	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/blog-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/blog-1.jpg	(from https://wistoncorp.com/stylex.css)
01:20:53	95858/95858	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/blog-2.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/blog-2.jpg	(from https://wistoncorp.com/stylex.css)
01:20:53	90307/90307	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/blog-3.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/blog-3.jpg	(from https://wistoncorp.com/stylex.css)
01:20:54	48350/48350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/gal-3.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/gal-3.jpg	(from https://wistoncorp.com/stylex.css)
01:20:54	93480/93480	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/man.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/man.png	(from https://wistoncorp.com/stylex.css)
01:20:54	10973/10973	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/footer-bg.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/footer-bg.png	(from https://wistoncorp.com/stylex.css)
01:20:54	1747/1747	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/post-thumb-1.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/post-thumb-1.png	(from https://wistoncorp.com/stylex.css)
01:20:55	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/post-thumb-2.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/post-thumb-2.jpg	(from https://wistoncorp.com/stylex.css)
01:20:55	2489/2489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/post-thumb-3.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/post-thumb-3.jpg	(from https://wistoncorp.com/stylex.css)
01:20:56	112449/112449	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/banner.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/banner.jpg	(from https://wistoncorp.com/stylex.css)
01:20:56	69648/69648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/progress-area-bg.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/progress-area-bg.jpg	(from https://wistoncorp.com/stylex.css)
01:20:57	426/426	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/img-icon.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/img-icon.png	(from https://wistoncorp.com/stylex.css)
01:20:58	203535/203535	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/tm.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/tm.jpg	(from https://wistoncorp.com/stylex.css)
01:20:58	58662/58662	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/gal-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/gal-1.jpg	(from https://wistoncorp.com/stylex.css)
01:20:58	49983/49983	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/gal-2.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/gal-2.jpg	(from https://wistoncorp.com/stylex.css)
01:20:59	135950/135950	---M--	200	added ('OK')	image/gif	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/spinner.gif	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/spinner.gif	(from https://wistoncorp.com/stylex.css)
01:20:59	36940/36940	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/team1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/team1.jpg	(from https://wistoncorp.com/?a=cust&page=about)
01:20:59	58281/58281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/about-us-1.jpg	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/about-us-1.jpg	(from https://wistoncorp.com/?a=cust&page=about)
01:21:00	36882/36882	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/team2.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/team2.png	(from https://wistoncorp.com/?a=cust&page=about)
01:21:00	35031/35031	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/team3.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/team3.png	(from https://wistoncorp.com/?a=cust&page=about)
01:21:00	47100/47100	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2012:16:12%20GMT	https://wistoncorp.com/assets/images/team4.png	C:/Users/reyco/Downloads/prueba/wistoncorp.com/assets/images/team4.png	(from https://wistoncorp.com/?a=cust&page=about)
01:21:01	86383/86383	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:01%20GMT	https://wistoncorp.com/index.php	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index-2.html	(from https://wistoncorp.com/?a=cust&page=about)
01:21:02	20596/20596	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:02%20GMT	https://wistoncorp.com/?a=forgot_password	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index8083.html	(from https://wistoncorp.com/?a=login)
01:21:02	86383/86383	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:02%20GMT	https://wistoncorp.com/index.php?a=home	C:/Users/reyco/Downloads/prueba/wistoncorp.com/indexbc14-2.html	(from https://wistoncorp.com/index.php)
01:21:03	31393/31393	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:03%20GMT	https://wistoncorp.com/index.php?a=cust&page=about	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index3898-2.html	(from https://wistoncorp.com/index.php)
01:21:04	22425/22425	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:04%20GMT	https://wistoncorp.com/index.php?a=cust&page=plans	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index49b5-2.html	(from https://wistoncorp.com/index.php)
01:21:04	32253/32253	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:04%20GMT	https://wistoncorp.com/index.php?a=faq	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index38cd-2.html	(from https://wistoncorp.com/index.php)
01:21:05	21179/21179	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:05%20GMT	https://wistoncorp.com/index.php?a=support	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index15a0-2.html	(from https://wistoncorp.com/index.php)
01:21:05	20825/20825	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:05%20GMT	https://wistoncorp.com/index.php?a=login	C:/Users/reyco/Downloads/prueba/wistoncorp.com/indexc30b-2.html	(from https://wistoncorp.com/index.php)
01:21:06	27184/27184	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:06%20GMT	https://wistoncorp.com/index.php?a=signup	C:/Users/reyco/Downloads/prueba/wistoncorp.com/indexcca3-2.html	(from https://wistoncorp.com/index.php)
01:21:06	22381/22381	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:06%20GMT	https://wistoncorp.com/index.php?a=rules	C:/Users/reyco/Downloads/prueba/wistoncorp.com/indexa972-2.html	(from https://wistoncorp.com/index.php)
01:21:07	16841/16841	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:07%20GMT	https://wistoncorp.com/index.php?a=news	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index56ca-2.html	(from https://wistoncorp.com/index.php)
01:21:08	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2006:21:08%20GMT	https://image.ibb.co/n7oTvU/logo_white.png	C:/Users/reyco/Downloads/prueba/image.ibb.co/n7oTvU/logo_white.83.delayed	(from https://wistoncorp.com/?a=forgot_password)
01:21:11	20596/20596	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2006:21:10%20GMT	https://wistoncorp.com/index.php?a=forgot_password	C:/Users/reyco/Downloads/prueba/wistoncorp.com/index8083-2.html	(from https://wistoncorp.com/index.php?a=login)
